ticker,company_name,price,chg_pct,net_score,bull,bear,verdict,bars,mode,Candle,Candle_label,Volume,Volume_label,SMA,SMA_label,Gaps,Gaps_label,Stoch,Stoch_label,CCI,CCI_label,RR,RR_label,sig_7,sig_7_label,sig_8,sig_8_label,fib_anchor,fib_swing_high,fib_swing_low,fib_direction,fib_entry,fib_entry_label,fib_stop,fib_stop_label,fib_t1,fib_t1_label,fib_t2,fib_t2_label,fib_t3,fib_t3_label,fib_rr_t1,fib_rr_t2,fib_rr_t3,fib_next_target,fib_next_label,fib_support_1,fib_resistance_1,fib_r_R 23p6,fib_r_R 38p2,fib_r_R 50p0,fib_r_R 61p8,fib_r_R 78p6,fib_e_E 100p0,fib_e_E 127p2,fib_e_E 138p2,fib_e_E 161p8,fib_e_E 200p0,fib_e_E 261p8
BX,Blackstone Inc.,120.88,,3,5,2,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bear,2 open gap(s) above (resistance),bear,Overbought,bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+6.3% 10-bar),neutral,Intraday only,session,122.25,107.03,bullish,116.44,R 38.2%,112.84,R 61.8%,122.25,E 100.0%,126.39,E 127.2%,131.66,E 161.8%,1.61,2.76,4.23,122.25,E 100.0%,118.66,122.25,118.66,116.44,114.64,112.84,110.29,122.25,126.39,128.06,131.66,137.47,146.88
BXP,"BXP, Inc.",66.23,,3,5,2,Moderately bullish,251,Daily,bull,Bullish harami,neutral,In line with trend,bull,Wide divergence above SMA,bull,1 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+11.5% 10-bar),neutral,Intraday only,session,67.44,58.82,bullish,64.15,R 38.2%,62.11,R 61.8%,67.44,E 100.0%,69.78,E 127.2%,72.77,E 161.8%,1.61,2.76,4.23,67.44,E 100.0%,65.41,67.44,65.41,64.15,63.13,62.11,60.66,67.44,69.78,70.73,72.77,76.06,81.39
C,Citigroup Inc.,138.07,,3,5,2,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Wide divergence above SMA,bull,5 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+13.0% 10-bar),neutral,Intraday only,session,138.23,128.27,bullish,134.42,R 38.2%,132.07,R 61.8%,138.23,E 100.0%,140.93,E 127.2%,144.38,E 161.8%,1.62,2.77,4.24,138.23,E 100.0%,135.88,138.23,135.88,134.42,133.25,132.07,130.4,138.23,140.93,142.03,144.38,148.18,154.33
CB,Chubb Limited,327.93,,3,5,2,Moderately bullish,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,2 open gap(s) below (support),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+5.9% 10-bar),neutral,Intraday only,session,333.55,308.61,bullish,324.02,R 38.2%,318.14,R 61.8%,333.55,E 100.0%,340.33,E 127.2%,348.96,E 161.8%,1.62,2.77,4.24,333.55,E 100.0%,327.66,333.55,327.66,324.02,321.08,318.14,313.95,333.55,340.33,343.08,348.96,358.49,373.9
CBRE,"CBRE Group, Inc.",131.91,,3,5,2,Moderately bullish,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+6.6% 10-bar),neutral,Intraday only,session,137.49,122.69,bullish,131.84,R 38.2%,128.34,R 61.8%,137.49,E 100.0%,141.52,E 127.2%,146.64,E 161.8%,1.61,2.77,4.23,137.49,E 100.0%,131.84,134.0,134.0,131.84,130.09,128.34,125.86,137.49,141.52,143.14,146.64,152.29,161.44
CCL,Carnival Corporation & plc,28.12,,3,5,2,Moderately bullish,251,Daily,bull,Bullish engulfing,neutral,In line with trend,bull,Wide divergence above SMA,bear,2 open gap(s) above (resistance),bear,Overbought · Wide divergence,bull,Bullish zone · Zero-line cross ↑,bull,Above SMA (acting as support),bull,Outperforming SPY moderately (+2.9% 10-bar),neutral,Intraday only,session,28.21,25.65,bullish,27.23,R 38.2%,26.63,R 61.8%,28.21,E 100.0%,28.91,E 127.2%,29.79,E 161.8%,1.63,2.8,4.27,28.21,E 100.0%,27.61,28.21,27.61,27.23,26.93,26.63,26.2,28.21,28.91,29.19,29.79,30.77,32.35
CDW,CDW Corporation,129.13,,3,4,1,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Wide divergence above SMA,neutral,Open gaps above and below,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),neutral,"Short-term pullback, medium-term RS intact",neutral,Intraday only,multi-day swing (20b),141.46,98.95,bullish,125.22,R 38.2%,115.19,R 61.8%,141.46,E 100.0%,153.02,E 127.2%,167.73,E 161.8%,1.62,2.77,4.24,141.46,E 100.0%,125.22,131.43,131.43,125.22,120.21,115.19,108.05,141.46,153.02,157.7,167.73,183.97,210.24
CFG,"Citizens Financial Group, Inc.",66.51,,3,5,2,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Wide divergence above SMA,bull,3 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Breakout above prior resistance,bull,Outperforming SPY strongly (+8.8% 10-bar),neutral,Intraday only,session,66.86,60.56,bullish,64.46,R 38.2%,62.97,R 61.8%,66.86,E 100.0%,68.58,E 127.2%,70.76,E 161.8%,1.61,2.77,4.23,66.86,E 100.0%,65.38,66.86,65.38,64.46,63.71,62.97,61.91,66.86,68.58,69.27,70.76,73.17,77.07
CHRW,"C.H. Robinson Worldwide, Inc.",191.11,,3,5,2,Moderately bullish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Wide divergence above SMA,bull,2 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Breakout above prior resistance,bull,Outperforming SPY strongly (+11.6% 10-bar),neutral,Intraday only,session,192.5,176.68,bullish,186.46,R 38.2%,182.73,R 61.8%,192.5,E 100.0%,196.8,E 127.2%,202.27,E 161.8%,1.62,2.77,4.24,192.5,E 100.0%,188.77,192.5,188.77,186.46,184.59,182.73,180.07,192.5,196.8,198.54,202.27,208.32,218.09
CNP,"CenterPoint Energy, Inc.",42.55,,3,5,2,Moderately bullish,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+3.0% 10-bar),neutral,Intraday only,session,43.17,41.09,bullish,42.38,R 38.2%,41.88,R 61.8%,43.17,E 100.0%,43.74,E 127.2%,44.46,E 161.8%,1.58,2.72,4.16,43.17,E 100.0%,42.38,42.68,42.68,42.38,42.13,41.88,41.54,43.17,43.74,43.96,44.46,45.25,46.54
COF,Capital One Financial Corporation,182.04,,3,5,2,Moderately bullish,251,Daily,bull,Bullish bar,bull,Above trend,bear,Near 20-period SMA (below),bear,2 open gap(s) above (resistance),bull,%K above %D (bullish cross),bull,Oversold (< -100),bull,Bounce off prior support,neutral,"Short-term bounce, weak medium-term RS",neutral,Intraday only,session,186.41,174.24,bullish,181.76,R 38.2%,178.89,R 61.8%,186.41,E 100.0%,189.72,E 127.2%,193.93,E 161.8%,1.62,2.77,4.24,186.41,E 100.0%,181.76,183.54,183.54,181.76,180.33,178.89,176.84,186.41,189.72,191.06,193.93,198.58,206.1
CRL,"Charles River Laboratories International, Inc.",188.06,,3,5,2,Moderately bullish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Wide divergence above SMA,bear,1 open gap(s) above (resistance),bear,Overbought,bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+5.9% 10-bar),neutral,Intraday only,session,193.81,169.46,bullish,184.51,R 38.2%,178.76,R 61.8%,193.81,E 100.0%,200.43,E 127.2%,208.86,E 161.8%,1.62,2.77,4.23,193.81,E 100.0%,184.51,188.06,188.06,184.51,181.64,178.76,174.67,193.81,200.43,203.11,208.86,218.16,233.21
CSX,CSX Corporation,47.37,,3,5,2,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+5.9% 10-bar),neutral,Intraday only,session,47.65,45.42,bullish,46.8,R 38.2%,46.27,R 61.8%,47.65,E 100.0%,48.26,E 127.2%,49.04,E 161.8%,1.6,2.75,4.23,47.65,E 100.0%,47.13,47.65,47.13,46.8,46.54,46.27,45.9,47.65,48.26,48.51,49.04,49.89,51.27
DECK,Deckers Outdoor Corporation,114.37,,3,5,2,Moderately bullish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Wide divergence above SMA,bear,1 open gap(s) above (resistance),bear,Overbought,bull,Bullish zone,bull,Breakout above prior resistance,bull,Outperforming SPY moderately (+2.3% 10-bar),neutral,Intraday only,session,115.0,105.13,bullish,111.23,R 38.2%,108.9,R 61.8%,115.0,E 100.0%,117.68,E 127.2%,121.1,E 161.8%,1.62,2.77,4.24,115.0,E 100.0%,112.67,115.0,112.67,111.23,110.06,108.9,107.24,115.0,117.68,118.77,121.1,124.87,130.97
DOC,"Healthpeak Properties, Inc.",20.5,,3,5,2,Moderately bullish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+7.3% 10-bar),neutral,Intraday only,session,20.82,18.9,bullish,20.09,R 38.2%,19.63,R 61.8%,20.82,E 100.0%,21.34,E 127.2%,22.01,E 161.8%,1.59,2.72,4.17,20.82,E 100.0%,20.37,20.82,20.37,20.09,19.86,19.63,19.31,20.82,21.34,21.55,22.01,22.74,23.93
DVA,DaVita Inc.,203.83,,3,5,2,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bull,2 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Breakout above prior resistance,bull,Outperforming SPY strongly (+5.6% 10-bar),neutral,Intraday only,session,205.39,186.61,bullish,198.22,R 38.2%,193.78,R 61.8%,205.39,E 100.0%,210.5,E 127.2%,217.0,E 161.8%,1.61,2.77,4.23,205.39,E 100.0%,200.96,205.39,200.96,198.22,196.0,193.78,190.63,205.39,210.5,212.56,217.0,224.17,235.78
DXCM,"DexCom, Inc.",75.25,,3,5,2,Moderately bullish,251,Daily,bull,Bullish harami,neutral,In line with trend,bull,Wide divergence above SMA,bear,1 open gap(s) above (resistance),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+6.3% 10-bar),neutral,Intraday only,session,78.91,71.53,bullish,76.09,R 38.2%,74.35,R 61.8%,78.91,E 100.0%,80.92,E 127.2%,83.47,E 161.8%,1.62,2.78,4.24,78.91,E 100.0%,75.22,76.09,77.17,76.09,75.22,74.35,73.11,78.91,80.92,81.73,83.47,86.29,90.85
EL,The Estée Lauder Companies Inc.,88.02,,3,4,1,Moderately bullish,251,Daily,bull,Bullish engulfing,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Breakout above prior resistance,neutral,"Short-term bounce, weak medium-term RS",neutral,Intraday only,session,88.96,81.32,bullish,86.04,R 38.2%,84.24,R 61.8%,88.96,E 100.0%,91.04,E 127.2%,93.68,E 161.8%,1.62,2.78,4.24,88.96,E 100.0%,87.16,88.96,87.16,86.04,85.14,84.24,82.95,88.96,91.04,91.88,93.68,96.6,101.32
EXPD,"Expeditors International of Washington, Inc.",166.44,,3,5,2,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bull,2 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+7.5% 10-bar),neutral,Intraday only,session,168.21,156.82,bullish,163.86,R 38.2%,161.17,R 61.8%,168.21,E 100.0%,171.31,E 127.2%,175.25,E 161.8%,1.62,2.77,4.23,168.21,E 100.0%,165.52,168.21,165.52,163.86,162.51,161.17,159.26,168.21,171.31,172.56,175.25,179.6,186.64
FE,FirstEnergy Corp.,46.67,,3,5,2,Moderately bullish,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bull,%K above %D (bullish cross),bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+3.3% 10-bar),neutral,Intraday only,session,47.02,45.09,bullish,46.28,R 38.2%,45.83,R 61.8%,47.02,E 100.0%,47.54,E 127.2%,48.21,E 161.8%,1.64,2.8,4.29,47.02,E 100.0%,46.56,47.02,46.56,46.28,46.06,45.83,45.5,47.02,47.54,47.76,48.21,48.95,50.14
FITB,Fifth Third Bancorp,53.42,,3,5,2,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Wide divergence above SMA,bull,4 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+9.3% 10-bar),neutral,Intraday only,session,53.93,48.24,bullish,51.76,R 38.2%,50.41,R 61.8%,53.93,E 100.0%,55.48,E 127.2%,57.45,E 161.8%,1.61,2.76,4.21,53.93,E 100.0%,52.59,53.93,52.59,51.76,51.09,50.41,49.46,53.93,55.48,56.1,57.45,59.62,63.14
FOXA,Fox Corporation,68.3,,3,5,2,Moderately bullish,251,Daily,bull,Inverted hammer,bull,Above trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,Overbought,bear,Overbought (> +100),bull,Breakout above prior resistance,bull,Outperforming SPY strongly (+6.0% 10-bar),neutral,Intraday only,session,69.17,64.08,bullish,67.23,R 38.2%,66.03,R 61.8%,69.17,E 100.0%,70.55,E 127.2%,72.31,E 161.8%,1.62,2.77,4.23,69.17,E 100.0%,67.97,69.17,67.97,67.23,66.63,66.03,65.17,69.17,70.55,71.11,72.31,74.25,77.4
FSLR,"First Solar, Inc.",271.17,,3,5,2,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bull,2 open gap(s) below (support),bull,%K above %D (bullish cross),bear,Bearish zone,bull,Above SMA (acting as support),bear,Underperforming SPY strongly (-8.4% 10-bar),neutral,Intraday only,session,320.95,248.66,bullish,293.34,R 38.2%,276.27,R 61.8%,320.95,E 100.0%,340.61,E 127.2%,365.63,E 161.8%,1.62,2.77,4.23,320.95,E 100.0%,264.13,276.27,303.89,293.34,284.81,276.27,264.13,320.95,340.61,348.56,365.63,393.24,437.92
GOOG,Alphabet Inc.,356.56,,3,5,2,Moderately bullish,251,Daily,bull,Bullish harami,bull,Above trend,bear,Near 20-period SMA (below),bull,7 open gap(s) below (support),bull,%K above %D (bullish cross),bull,Oversold (< -100),bear,Below SMA (acting as resistance),neutral,In line with market,neutral,Intraday only,session,369.69,343.64,bullish,359.74,R 38.2%,353.59,R 61.8%,369.69,E 100.0%,376.78,E 127.2%,385.79,E 161.8%,1.62,2.77,4.24,369.69,E 100.0%,353.59,356.67,363.54,359.74,356.67,353.59,349.22,369.69,376.78,379.64,385.79,395.74,411.84
HLT,Hilton Worldwide Holdings Inc.,341.86,,3,5,2,Moderately bullish,251,Daily,bull,Bullish harami,neutral,In line with trend,bull,Near 20-period SMA (above),bull,3 open gap(s) below (support),bear,Overbought,bull,Bullish zone,bear,Rejection at prior resistance,bull,Outperforming SPY strongly (+3.5% 10-bar),neutral,Intraday only,session,347.27,328.3,bullish,340.02,R 38.2%,335.55,R 61.8%,347.27,E 100.0%,352.43,E 127.2%,358.99,E 161.8%,1.62,2.78,4.24,347.27,E 100.0%,340.02,342.79,342.79,340.02,337.78,335.55,332.36,347.27,352.43,354.52,358.99,366.24,377.96
HPQ,HP Inc.,24.68,,3,4,1,Moderately bullish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),neutral,"Short-term pullback, medium-term RS intact",neutral,Intraday only,session,29.29,23.78,bullish,27.19,R 38.2%,25.89,R 61.8%,29.29,E 100.0%,30.79,E 127.2%,32.7,E 161.8%,1.62,2.77,4.24,29.29,E 100.0%,,24.96,27.99,27.19,26.54,25.89,24.96,29.29,30.79,31.4,32.7,34.81,38.21
INVH,Invitation Homes Inc.,29.45,,3,5,2,Moderately bullish,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Breakout above prior resistance,bull,Outperforming SPY moderately (+2.5% 10-bar),neutral,Intraday only,session,30.11,28.67,bullish,29.56,R 38.2%,29.22,R 61.8%,30.11,E 100.0%,30.51,E 127.2%,31.01,E 161.8%,1.62,2.79,4.26,30.11,E 100.0%,29.39,29.56,29.77,29.56,29.39,29.22,28.98,30.11,30.51,30.67,31.01,31.56,32.45
J,Jacobs Solutions Inc.,126.31,,3,5,2,Moderately bullish,251,Daily,bull,Bullish bar,bull,Above trend,bull,Wide divergence above SMA,neutral,No open gaps nearby,bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+8.4% 10-bar),neutral,Intraday only,session,128.19,119.23,bullish,124.77,R 38.2%,122.65,R 61.8%,128.19,E 100.0%,130.62,E 127.2%,133.72,E 161.8%,1.61,2.76,4.22,128.19,E 100.0%,126.07,128.19,126.07,124.77,123.71,122.65,121.15,128.19,130.62,131.61,133.72,137.14,142.68
KEY,KeyCorp,22.33,,3,5,2,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bull,3 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Breakout above prior resistance,bull,Outperforming SPY strongly (+7.9% 10-bar),neutral,Intraday only,session,22.49,20.58,bullish,21.76,R 38.2%,21.31,R 61.8%,22.49,E 100.0%,23.01,E 127.2%,23.67,E 161.8%,1.62,2.78,4.24,22.49,E 100.0%,22.04,22.49,22.04,21.76,21.53,21.31,20.99,22.49,23.01,23.22,23.67,24.4,25.58
LIN,Linde plc,515.44,,3,5,2,Moderately bullish,251,Daily,bull,Bullish harami,neutral,In line with trend,bull,Near 20-period SMA (above),bull,3 open gap(s) below (support),bull,%K above %D (bullish cross),bear,Overbought (> +100),bear,Rejection at prior resistance,bull,Outperforming SPY strongly (+5.2% 10-bar),neutral,Intraday only,session,522.89,488.89,bullish,509.9,R 38.2%,501.88,R 61.8%,522.89,E 100.0%,532.14,E 127.2%,543.9,E 161.8%,1.62,2.77,4.24,522.89,E 100.0%,514.87,522.89,514.87,509.9,505.89,501.88,496.17,522.89,532.14,535.88,543.9,556.89,577.9
LLY,Eli Lilly and Company,1160.95,,3,5,2,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Wide divergence above SMA,bull,3 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+5.3% 10-bar),neutral,Intraday only,session,1182.73,1052.15,bullish,1132.85,R 38.2%,1102.03,R 61.8%,1182.73,E 100.0%,1218.25,E 127.2%,1263.43,E 161.8%,1.62,2.77,4.24,1182.73,E 100.0%,1151.91,1182.73,1151.91,1132.85,1117.44,1102.03,1080.09,1182.73,1218.25,1232.61,1263.43,1313.31,1394.01
LNT,Alliant Energy Corporation,72.62,,3,5,2,Moderately bullish,251,Daily,bear,Bearish engulfing,neutral,In line with trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY moderately (+2.9% 10-bar),neutral,Intraday only,session,73.74,69.76,bullish,72.22,R 38.2%,71.28,R 61.8%,73.74,E 100.0%,74.82,E 127.2%,76.2,E 161.8%,1.62,2.77,4.23,73.74,E 100.0%,72.22,72.8,72.8,72.22,71.75,71.28,70.61,73.74,74.82,75.26,76.2,77.72,80.18
LOW,"Lowe's Companies, Inc.",221.05,,3,5,2,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bear,1 open gap(s) above (resistance),bear,Overbought,bull,Bullish zone,bull,Bounce off prior support,bull,Outperforming SPY strongly (+3.7% 10-bar),neutral,Intraday only,session,221.65,203.4,bullish,214.68,R 38.2%,210.37,R 61.8%,221.65,E 100.0%,226.61,E 127.2%,232.93,E 161.8%,1.62,2.77,4.23,221.65,E 100.0%,217.34,221.65,217.34,214.68,212.52,210.37,207.31,221.65,226.61,228.62,232.93,239.9,251.18
MAR,"Marriott International, Inc.",396.89,,3,5,2,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Wide divergence above SMA,bull,3 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+5.1% 10-bar),neutral,Intraday only,session,398.96,371.28,bullish,388.39,R 38.2%,381.85,R 61.8%,398.96,E 100.0%,406.49,E 127.2%,416.07,E 161.8%,1.62,2.77,4.23,398.96,E 100.0%,392.43,398.96,392.43,388.39,385.12,381.85,377.2,398.96,406.49,409.53,416.07,426.64,443.75
MAS,Masco Corporation,73.75,,3,5,2,Moderately bullish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Wide divergence above SMA,bull,1 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+6.6% 10-bar),neutral,Intraday only,session,73.99,67.81,bullish,71.63,R 38.2%,70.17,R 61.8%,73.99,E 100.0%,75.67,E 127.2%,77.81,E 161.8%,1.62,2.77,4.23,73.99,E 100.0%,72.53,73.99,72.53,71.63,70.9,70.17,69.13,73.99,75.67,76.35,77.81,80.17,83.99
MDT,Medtronic plc,80.33,,3,4,1,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),neutral,In line with market,neutral,Intraday only,session,82.83,73.31,bullish,79.19,R 38.2%,76.95,R 61.8%,82.83,E 100.0%,85.42,E 127.2%,88.71,E 161.8%,1.63,2.78,4.25,82.83,E 100.0%,79.19,80.58,80.58,79.19,78.07,76.95,75.35,82.83,85.42,86.47,88.71,92.35,98.23
MTB,M&T Bank Corporation,227.82,,3,5,2,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Wide divergence above SMA,bull,2 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+9.3% 10-bar),neutral,Intraday only,session,228.4,209.74,bullish,221.27,R 38.2%,216.87,R 61.8%,228.4,E 100.0%,233.47,E 127.2%,239.92,E 161.8%,1.62,2.77,4.24,228.4,E 100.0%,223.99,228.4,223.99,221.27,219.07,216.87,213.73,228.4,233.47,235.52,239.92,247.05,258.58
NTAP,"NetApp, Inc.",160.47,,3,4,1,Moderately bullish,251,Daily,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bull,Wide divergence above SMA,neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),neutral,"Short-term pullback, medium-term RS intact",neutral,Intraday only,multi-day swing (20b),192.83,117.54,bullish,164.07,R 38.2%,146.3,R 61.8%,192.83,E 100.0%,213.31,E 127.2%,239.36,E 161.8%,1.62,2.77,4.24,192.83,E 100.0%,155.19,164.07,175.06,164.07,155.19,146.3,133.65,192.83,213.31,221.59,239.36,268.12,314.65
